price,freight_value,review_score,product_weight_g,customer_lat,customer_lng,Types of products,payment_value,seller_lat,seller_lng,volume,year,delivery_days,estimated_days
179.0,19.13,1,6450.0,-19.87964344047544,-44.003708868313176,Fashion,198.13,-22.27568678711987,-48.542599749927895,8000.0,2018,8.0,25.0
119.99,18.09,5,1400.0,-26.56213449977709,-52.5311856838026,Fashion,138.08,-23.554079433810344,-46.53324185942636,27000.0,2017,11.0,28.0
29.89,15.1,5,83.0,-23.059624029607928,-50.22308182361154,Electronics,44.99,-23.555682314184303,-46.63309991286275,990.0,2017,6.0,30.0
298.13,17.85,1,1125.0,-22.97823619758802,-43.2372780819727,Electronics,315.98,-21.179578055269594,-47.81126902131619,5508.0,2017,28.0,23.0
87.99,19.81,5,950.0,-29.659794696648746,-53.79247096356932,Household,107.8,-23.620177114796054,-46.551804125504944,5250.0,2018,7.0,28.0
107.0,21.24,4,3100.0,-19.930154461955823,-44.03357438958109,Fashion,128.24,-21.116471333054424,-47.79073400291418,17280.0,2017,14.0,25.0
120.0,21.29,5,400.0,-13.86935073199993,-40.082145509999975,Tools,282.58,-25.419033754919543,-49.234728216486815,2100.0,2017,15.0,37.0
49.99,15.79,5,150.0,-22.93781597002137,-43.17619884430715,Household,65.78,-30.03215040714993,-51.2325516998384,4096.0,2017,12.0,20.0
96.0,42.73,5,1550.0,-7.846952272016269,-35.23768362748319,Electronics,138.73,-24.026786758814687,-46.49304889148245,4500.0,2018,16.0,47.0
209.9,19.75,5,2050.0,-26.85907968190116,-48.63953562951828,Fashion,229.65,-25.440714449910494,-49.188443906024766,10800.0,2017,8.0,41.0
369.0,17.33,5,400.0,-21.77322851096427,-43.35209115736627,Fashion,386.33,-23.5475884118818,-46.421000747994654,8000.0,2017,17.0,27.0
69.99,17.23,1,1000.0,-18.953912999999947,-43.38148399999997,Fashion,87.22,-23.554079433810344,-46.53324185942636,15750.0,2017,8.0,23.0
89.99,9.44,4,250.0,-22.711207505135885,-47.367894719400994,Fashion,99.43,-23.665703457960586,-46.51808196779969,3960.0,2017,3.0,19.0
490.9,54.16,5,775.0,-12.08678562555841,-45.79992414323213,Fashion,545.06,-27.14294161449014,-48.50728684609616,6720.0,2018,21.0,30.0
24.5,11.85,5,100.0,-23.5738028351319,-46.697703244792,Electronics,36.35,-21.4988715,-51.53786099999999,2304.0,2017,12.0,20.0
194.99,27.68,5,2050.0,-21.24898018734491,-44.99817928074323,Fashion,222.67,-23.667843855675457,-46.66038973120199,12320.0,2018,7.0,25.0
27.9,11.85,4,350.0,-22.903434628368608,-47.05276681724273,Household,39.75,-21.7664768468313,-48.83154737836604,4608.0,2018,12.0,26.0
129.9,39.88,1,2450.0,-23.610706900080807,-46.63994543519532,Furniture,169.78,-24.966371460470743,-53.46488320191585,22050.0,2018,12.0,39.0
69.9,16.25,5,600.0,-27.649503568367617,-52.30329032453772,Household,86.15,-27.543786658615705,-48.62567962615467,2240.0,2017,9.0,22.0
249.99,15.5,5,1550.0,-20.33161263550869,-40.27958609200332,Fashion,265.49,-22.93125598447676,-43.17881321481337,14400.0,2018,15.0,24.0
1799.0,44.85,1,7450.0,-25.47823502865101,-49.2487200844524,Tools,1843.85,-23.42207596280801,-46.49318406994056,16000.0,2018,27.0,24.0
99.0,18.27,1,7600.0,-22.880126955803707,-43.81994367177612,Furniture,117.27,-22.767224960596728,-43.424453496437685,30866.0,2018,25.0,12.0
129.9,27.23,3,4950.0,-22.403381937186253,-41.80967113254423,Furniture,143.12,-22.596440207291085,-46.71196868822353,25380.0,2017,11.0,24.0
39.9,15.98,4,5850.0,-23.583555000000004,-46.77799049999999,Furniture,55.88,-21.858555070695942,-47.48403458197557,15625.0,2017,7.0,20.0
49.0,7.39,5,250.0,-23.704218,-46.56634160301286,Fashion,56.39,-23.651114842510157,-46.75521082321932,352.0,2018,4.0,19.0
135.0,40.28,3,9100.0,-21.77322851096427,-43.35209115736627,Tools,175.28,-20.297536576315476,-40.40086853731229,21294.0,2017,11.0,19.0
97.95,13.71,4,1828.0,-23.696333654452097,-46.5268662352127,Household,111.66,-20.8170171874536,-49.36425413438004,12672.0,2017,7.0,21.0
85.99,14.91,5,1200.0,-21.659389939778173,-46.73813797473669,Fashion,100.9,-23.554079433810344,-46.53324185942636,15750.0,2018,6.0,13.0
22.99,11.15,5,7350.0,-23.567590529834398,-46.63545150721337,Household,34.14,-22.73824150585765,-46.8958585777586,38750.0,2018,8.0,12.0
129.99,23.49,1,1400.0,-21.92630352099997,-41.526771260999965,Fashion,153.48,-23.554079433810344,-46.53324185942636,15750.0,2018,15.0,27.0
76.0,14.62,5,2700.0,-23.583555000000004,-46.77799049999999,Household,181.24,-24.49203032806276,-47.83413137913321,6600.0,2018,5.0,31.0
41.5,9.74,4,570.0,-19.93647134886613,-43.92639691534425,Fashion,51.24,-19.843708202868147,-43.95899630890419,22176.0,2018,3.0,14.0
178.5,9.44,4,833.0,-23.57744523619365,-46.58928864723873,Fashion,187.94,-22.92991227115403,-47.07189552530681,4560.0,2017,2.0,16.0
44.99,18.23,5,117.0,-29.189988823565876,-54.8719981328078,Electronics,63.22,-23.539824031911863,-46.434679443937874,912.0,2018,17.0,37.0
149.99,15.81,5,500.0,-22.962079980841413,-43.1679761924808,Fashion,165.8,-23.52399579739165,-46.51294318734492,16302.0,2017,22.0,25.0
16.9,15.1,5,300.0,-18.903935314300668,-40.0750198607037,Tools,64.0,-23.20591698084141,-47.307845865803,1428.0,2017,11.0,22.0
250.0,54.35,5,11450.0,-29.65510565471189,-50.577744262161566,Furniture,304.35,-23.59798552039933,-46.55547278711988,70875.0,2017,15.0,33.0
14.9,14.1,3,200.0,-22.895876357204664,-47.0791850342778,Fashion,0.53,-19.46361254830593,-44.24441403023008,1584.0,2017,13.0,24.0
989.0,33.65,5,1700.0,-22.78581289392769,-43.30804347053546,Tools,1022.65,-27.81568867055225,-50.33589889924407,7938.0,2018,25.0,22.0
110.9,15.54,5,1500.0,-23.45434789869583,-46.52191227407812,Fashion,126.44,-19.843708202868147,-43.95899630890419,16928.0,2017,9.0,24.0
129.0,32.33,4,8325.0,-22.908639793496512,-43.17401201249347,Tools,161.33,-20.297536576315476,-40.40086853731229,19866.0,2018,15.0,35.0
19.99,15.1,5,550.0,-22.498292896770568,-44.60024523254695,Household,35.09,-21.7664768468313,-48.83154737836604,2560.0,2018,13.0,34.0
54.0,46.91,5,900.0,-10.156931187419229,-67.72877529395102,Tools,100.91,-21.250592999999995,-48.31762049999999,2560.0,2017,13.0,42.0
59.99,17.13,3,300.0,-25.571335306134216,-49.33131351832187,Electronics,77.12,-19.892338512349244,-43.9326199797449,5000.0,2018,8.0,22.0
54.99,15.13,3,350.0,-20.721937677884224,-42.86601159708953,Fashion,70.12,-22.82732701725956,-43.05044041062229,2464.0,2018,12.0,31.0
65.6,13.82,5,650.0,-23.704341234520214,-46.52658390463978,Fashion,79.42,-20.73348478239254,-48.88823835248024,2856.0,2018,13.0,17.0
199.99,27.48,3,950.0,-21.12717351623222,-56.487507603013,Electronics,227.47,-23.464295023583936,-46.32874959104104,30044.0,2018,14.0,28.0
47.49,9.94,5,175.0,-23.625773999999996,-46.56855299278663,Household,57.43,-24.011288218359883,-46.41873374429398,10143.0,2018,6.0,14.0
119.9,23.34,5,400.0,-8.096610865947236,-34.91551928351319,Fashion,143.24,-22.827869999999997,-43.01969625000001,4693.0,2018,15.0,22.0
259.6,21.31,1,1758.0,-30.00191787642484,-51.12065583605986,Fashion,280.91,-22.699283751601328,-47.3060578924634,21875.0,2017,34.0,31.0
189.0,20.51,5,500.0,-20.49447603191186,-54.64579613073453,Fashion,209.51,-23.753948510964275,-45.41325199417162,2880.0,2018,16.0,25.0
44.0,7.78,5,250.0,-23.17589664637174,-46.886594495206815,Fashion,108.56,-23.651114842510157,-46.75521082321932,640.0,2018,3.0,15.0
209.99,14.71,4,5400.0,-23.679118232222425,-45.43501375902471,Fashion,224.7,-23.49517247515727,-46.50119464071786,31752.0,2018,19.0,20.0
129.9,18.16,5,1600.0,-17.835724850535197,-40.34435355557466,Household,296.12,-22.65894387253605,-43.03681018346885,3150.0,2017,14.0,22.0
96.9,23.26,4,3280.0,-21.799587164273905,-41.29854452053425,Household,120.16,-23.540699932021333,-47.45842622799934,53728.0,2018,17.0,17.0
134.9,18.82,2,4338.0,-21.24898018734491,-44.99817928074323,Fashion,153.72,-22.90081444463038,-46.99864279239999,2856.0,2018,23.0,22.0
39.9,14.1,5,150.0,-25.52418339439665,-49.2531228753823,Fashion,54.0,-23.58343069747245,-46.50203424424373,2816.0,2018,15.0,19.0
129.0,16.34,4,200.0,-12.965678509468626,-38.49846112208738,Fashion,145.34,-23.651114842510157,-46.75521082321932,352.0,2017,22.0,32.0
34.99,15.1,5,600.0,-22.47534899999999,-44.46199125000001,Furniture,50.09,-23.472335179294816,-46.64636526449883,4576.0,2017,9.0,23.0
499.9,30.05,5,3000.0,-7.113370709039359,-34.824672952487376,Household,529.95,-23.65250284762537,-46.66809535567546,26862.0,2018,23.0,46.0
79.0,13.21,1,300.0,-23.69324449624909,-46.66778111518264,Electronics,92.21,-22.131826190859822,-51.450761316949546,9375.0,2018,7.0,14.0
359.9,28.84,5,4900.0,-22.23065356965593,-43.70906792813136,Household,777.48,-22.71683928585045,-47.65736585405934,24300.0,2018,11.0,28.0
10.99,11.85,1,100.0,-23.70449971747447,-46.78541732886421,Furniture,22.84,-21.7664768468313,-48.83154737836604,48000.0,2018,44.0,22.0
177.99,18.82,5,950.0,-22.9860379483813,-43.19247513503371,Household,196.81,-26.25351566740153,-48.80168204279203,3445.0,2017,17.0,25.0
139.9,21.47,3,2400.0,-23.697730897022385,-46.5789351895666,Household,161.37,-18.643784093954583,-48.20804381879092,25296.0,2017,8.0,29.0
38.4,16.11,5,950.0,-22.52985026533555,-44.1241147559005,Furniture,54.51,-23.59798552039933,-46.55547278711988,14000.0,2018,20.0,20.0
794.98,19.32,5,7300.0,-23.547159576461446,-46.64989460560333,Electronics,814.3,-22.90970975575626,-43.17132226977895,37856.0,2017,2.0,28.0
249.0,8.61,4,336.0,-23.683345681038915,-46.74428159362726,Fashion,257.61,-23.615928708516527,-46.84997839900814,2288.0,2018,3.0,12.0
229.0,14.04,2,560.0,-23.53401196947312,-47.46735238343239,Fashion,243.04,-21.180024408823375,-47.81386413405276,3840.0,2018,12.0,18.0
56.99,19.59,5,850.0,-22.765556142540756,-41.89927673881432,Household,76.58,-21.7664768468313,-48.83154737836604,18000.0,2018,8.0,27.0
169.97,17.9,4,100.0,-19.788153285554717,-43.92950074388953,Fashion,187.87,-30.01895817707312,-51.16296204564608,4096.0,2018,8.0,29.0
69.9,0.0,4,2600.0,-21.659389939778173,-46.73813797473669,Furniture,69.9,-23.693985995008337,-46.70188324132953,15000.0,2018,7.0,14.0
87.99,17.33,5,3100.0,-21.489882376851902,-51.69792377335822,Electronics,105.32,-24.026786758814687,-46.49304889148245,21120.0,2017,11.0,20.0
29.9,8.11,5,250.0,-23.651678503750905,-46.55365613794789,Fashion,38.01,-22.71683928585045,-47.65736585405934,1200.0,2017,9.0,15.0
65.0,17.73,5,250.0,-3.7379990008367128,-38.55290902914189,Fashion,82.73,-23.651114842510157,-46.75521082321932,352.0,2017,8.0,34.0
59.0,13.43,4,1750.0,-23.962341006335212,-46.37834981603576,Tools,72.43,-20.80243626346376,-49.39562406741489,32560.0,2017,14.0,23.0
99.8,14.45,5,600.0,-23.026044731317555,-43.46104142146108,Fashion,114.25,-23.5475884118818,-46.421000747994654,8000.0,2017,11.0,23.0
79.9,13.58,1,1650.0,-23.577327765191324,-46.52552687454557,Household,93.48,-22.71683928585045,-47.65736585405934,3080.0,2017,3.0,25.0
196.99,29.75,1,16133.0,-23.50120698102153,-46.7987711273679,Furniture,226.74,-23.48262344063541,-46.37448952833195,92925.0,2017,23.0,21.0
39.9,17.93,3,1000.0,-19.76732689042165,-43.84340109296373,Electronics,57.83,-23.646246311207523,-46.66349868836885,14400.0,2018,8.0,23.0
58.0,27.79,4,1550.0,-20.653541574550808,-43.79083732604181,Fashion,35.79,-26.16862248406491,-50.392861528512256,16740.0,2018,18.0,25.0
259.99,51.69,5,9850.0,-19.664797258045176,-51.19225174760413,Furniture,311.68,-20.146615317146374,-44.892591683425806,14094.0,2017,17.0,28.0
37.49,10.02,3,200.0,-23.513335555913,-46.19550814955674,Fashion,47.51,-24.011288218359883,-46.41873374429398,3640.0,2018,6.0,12.0
119.9,20.18,5,4400.0,-20.83841198142741,-49.38082796951136,Fashion,140.08,-22.27568678711987,-48.542599749927895,8000.0,2018,9.0,20.0
59.9,16.12,5,123.0,-22.715110444918835,-47.645625352213,Fashion,76.02,-30.15946930410813,-50.832839089335735,2430.0,2017,5.0,26.0
109.9,36.94,5,7000.0,-8.286858523457754,-35.02236507285474,Household,146.84,-29.914668849530724,-51.14844143722624,43400.0,2017,8.0,37.0
84.9,14.34,2,250.0,-23.56336298733478,-46.4596838214109,Furniture,99.24,-27.42517433269942,-48.426350651572776,4500.0,2017,11.0,19.0
19.9,18.24,5,200.0,-26.254870345495984,-48.85203074301249,Electronics,38.14,-22.72893170107914,-47.301322143632056,2058.0,2018,11.0,35.0
100.0,13.14,4,3025.0,-23.49065997530149,-46.7284764394945,Household,113.14,-21.7664768468313,-48.83154737836604,23408.0,2018,13.0,26.0
128.9,15.65,5,3400.0,-29.37923247792722,-50.88445107799066,Fashion,144.55,-20.782078847545822,-49.37199920061633,9408.0,2017,11.0,31.0
45.9,16.11,4,600.0,-20.02025438264054,-48.93543951469848,Furniture,62.01,-21.7664768468313,-48.83154737836604,1800.0,2017,14.0,30.0
24.9,15.1,5,350.0,-22.82320810545911,-43.32141146765545,Household,40.0,-21.7664768468313,-48.83154737836604,4800.0,2017,17.0,38.0
129.9,29.31,4,900.0,-3.7254671692561754,-38.49806677238976,Household,159.21,-23.28798077892242,-45.9570349350898,11025.0,2017,19.0,34.0
9.99,7.78,5,417.0,-23.427220495412364,-47.46811611532685,Electronics,17.77,-23.53321650340715,-46.50046729003948,2295.0,2017,7.0,20.0
16.8,10.96,4,550.0,-23.48535959449485,-46.624283978908174,Household,27.76,-22.73824150585765,-46.8958585777586,7803.0,2017,7.0,27.0
49.95,12.69,5,450.0,-22.92142919454418,-45.46479177296298,Household,62.64,-21.7664768468313,-48.83154737836604,4275.0,2017,17.0,25.0
239.9,19.73,5,5675.0,-23.511816775463107,-46.550531954757936,Fashion,259.63,-23.34725214100632,-51.15045275673721,6120.0,2018,8.0,11.0
199.0,16.14,4,520.0,-19.745549349991308,-47.91802341771017,Tools,215.14,-23.53321650340715,-46.50046729003948,3952.0,2018,16.0,27.0
270.0,9.65,5,269.0,-23.575212701915856,-46.546878965722186,Fashion,279.65,-23.425946339725343,-46.42940633972533,2431.0,2018,7.0,12.0
385.0,82.07,5,15300.0,-16.378654881078795,-48.95431434208054,Fashion,467.07,-23.30663451154119,-51.16454999999999,87808.0,2017,17.0,38.0
29.0,12.86,5,500.0,-21.20034933166944,-47.83509389217496,Tools,41.86,-23.693985995008337,-46.70188324132953,11270.0,2018,2.0,22.0
69.0,15.23,5,217.0,-22.524374677694297,-43.99840470248543,Electronics,84.23,-23.29818595956356,-45.974828011182304,935.0,2017,26.0,39.0
899.94,37.05,1,7900.0,-19.93647134886613,-43.92639691534425,Electronics,936.99,-23.99777832361936,-46.2767638411045,48000.0,2018,37.0,36.0
45.9,7.9,4,150.0,-23.96321067145893,-46.37119834086656,Household,107.6,-23.498115496249092,-47.51679150000001,768.0,2018,1.0,7.0
92.0,11.6,2,1550.0,-15.746061223262362,-47.9018311883923,Household,103.6,-21.7664768468313,-48.83154737836604,20944.0,2018,15.0,23.0
59.0,16.17,5,650.0,-25.52027037468981,-49.27982988328814,Furniture,75.17,-20.29811259961654,-50.25331663457617,7260.0,2017,16.0,25.0
559.0,30.05,1,4000.0,-30.06173537552653,-51.216658276848094,Tools,589.05,-19.946047667913017,-44.03358192802733,34200.0,2017,41.0,28.0
25.9,18.23,5,100.0,-15.843092528722453,-47.82225242246026,Fashion,44.13,-21.301705697260985,-50.33198634467411,1944.0,2018,4.0,40.0
1599.99,35.65,5,2600.0,-22.72056316788943,-43.433968295038845,Electronics,1635.64,-12.895112589380958,-38.33895999999978,19344.0,2017,13.0,31.0
49.9,7.39,5,150.0,-23.559519635581964,-46.59033924271452,Fashion,57.29,-23.58343069747245,-46.50203424424373,2816.0,2018,6.0,13.0
100.0,17.14,4,175.0,-12.987439953084486,-38.46781884277795,Electronics,117.14,-18.65223568071188,-48.19343213192182,1224.0,2017,21.0,25.0
48.9,12.69,4,5700.0,-23.501381250870143,-46.639206505591815,Household,61.59,-23.20706431353269,-46.760735214610754,33930.0,2017,5.0,20.0
123.0,32.77,4,1050.0,-23.57563370053088,-46.64381062559864,Tools,155.77,-23.50542926894224,-46.54869177407812,11520.0,2018,11.0,26.0
199.9,16.5,5,363.0,-22.80520772240675,-43.420565947046654,Fashion,216.4,-22.90081444463038,-46.99864279239999,3042.0,2018,15.0,29.0
100.0,51.42,3,250.0,-5.102923114687079,-42.76012111901045,Electronics,151.42,-24.026786758814687,-46.49304889148245,5967.0,2018,26.0,29.0
14.9,7.78,3,200.0,-22.61429565168213,-47.06761188787577,Household,22.68,-23.5259011954249,-46.84502074190641,1221.0,2018,5.0,19.0
50.0,11.37,5,1500.0,-23.518515212070696,-46.89450998264022,Tools,122.74,-23.693985995008337,-46.70188324132953,15750.0,2018,5.0,5.0
120.0,29.1,5,3500.0,-8.083846058395261,-34.882009960418365,Fashion,149.1,-23.693985995008337,-46.70188324132953,18900.0,2018,24.0,30.0
19.9,16.79,5,150.0,-21.02319250564844,-44.31894402646041,Electronics,73.38,-23.437975269077903,-51.91385959802448,4680.0,2017,13.0,34.0
149.9,27.35,5,2300.0,-22.49098923813657,-41.91441804764932,Household,177.25,-21.131534491601712,-51.10568265114781,22134.0,2018,10.0,32.0
54.0,15.26,5,7000.0,-20.21372452070291,-40.268236780212206,Fashion,69.26,-23.7622680628159,-46.46728047262276,45000.0,2018,10.0,19.0
49.9,16.32,5,750.0,-23.263150260099117,-46.740331068886135,Tools,66.22,-22.869434839575295,-43.55443024078128,5184.0,2018,7.0,26.0
150.0,12.55,5,200.0,-23.29818595956356,-45.974828011182304,Fashion,162.55,-20.54822779974972,-47.395897060007975,2805.0,2018,12.0,20.0
99.0,32.93,4,13200.0,-23.59748445406544,-46.646679770759896,Furniture,395.79,-23.516913648399584,-46.10417245526518,96000.0,2017,29.0,15.0
279.0,16.71,3,2400.0,-23.1886382132707,-46.87453437279828,Household,295.71,-27.543786658615705,-48.62567962615467,17500.0,2018,15.0,28.0
174.9,31.97,5,5000.0,-27.59598577448037,-48.54618547457063,Household,206.87,-21.93532101918528,-50.49756182976886,16000.0,2018,20.0,28.0
79.9,13.22,1,400.0,-23.61763890592578,-46.6389807441141,Household,186.24,-21.7664768468313,-48.83154737836604,6000.0,2018,20.0,37.0
19.9,15.79,5,200.0,-12.99286035292836,-38.45139313957492,Electronics,35.69,-19.907108245080448,-43.91966546502971,1875.0,2017,12.0,32.0
75.0,17.46,3,517.0,-19.921360484044065,-43.93920564986445,Electronics,462.3,-30.00731246906908,-51.19422244408211,2880.0,2018,6.0,27.0
99.0,56.5,4,250.0,-6.435558596813665,-46.18935556037582,Fashion,155.5,-27.00086872288371,-51.14532022116548,2816.0,2018,42.0,36.0
230.0,16.36,1,9475.0,-19.926141851520523,-43.93684827200066,Household,246.36,-21.7664768468313,-48.83154737836604,60420.0,2017,9.0,23.0
126.99,21.73,4,3250.0,-22.96700369193254,-43.18314576657629,Tools,118.98,-23.551013388568272,-46.44848890729416,9856.0,2017,6.0,24.0
43.8,19.32,5,1232.0,-25.545258070749952,-49.881757819398686,Household,63.12,-23.520480249006216,-47.44649732938174,17100.0,2018,9.0,27.0
884.0,30.27,5,10050.0,-23.651114842510157,-46.75521082321932,Household,914.27,-21.7664768468313,-48.83154737836604,60000.0,2018,7.0,12.0
60.0,15.17,5,150.0,-23.53961683236193,-46.70566371911255,Electronics,75.17,-18.65223568071188,-48.19343213192182,2880.0,2018,4.0,23.0
185.81,19.18,3,350.0,-22.402763103111283,-46.94468978960629,Electronics,204.99,-20.50410692238407,-43.858586415220174,3360.0,2018,18.0,21.0
199.9,15.15,2,2533.0,-15.799101326895135,-47.91990650528445,Household,215.05,-19.938406212043407,-43.93702206884405,36366.0,2017,19.0,31.0
299.99,14.54,3,394.0,-23.60129509991919,-46.43506823091353,Fashion,314.53,-21.17121748495008,-47.81941847157649,2618.0,2018,10.0,17.0
79.9,21.01,5,400.0,-21.12574332854103,-42.92260482854105,Fashion,100.91,-29.44175457955597,-51.96130964790591,6840.0,2017,12.0,35.0
11.9,15.1,4,200.0,-19.68475338758687,-44.88441675374985,Fashion,54.0,-21.7664768468313,-48.83154737836604,4800.0,2017,23.0,38.0
31.0,7.39,4,400.0,-23.496224877055745,-47.37041894685208,Household,38.39,-23.56168119891244,-46.50627110555333,2808.0,2018,9.0,23.0
1680.0,28.01,1,750.0,-22.90109527728077,-43.18255872869183,Electronics,13664.08,-23.53204714071786,-46.49681439647412,4096.0,2017,18.0,24.0
23.99,17.63,4,200.0,-8.01920132194592,-34.99185000721335,Fashion,41.62,-23.499318080212344,-46.578124372468125,1936.0,2018,13.0,28.0
53.9,21.35,5,1500.0,-22.85041727338564,-43.33748268108384,Tools,150.5,-20.80243626346376,-49.39562406741489,19800.0,2018,30.0,36.0
49.99,10.96,4,200.0,-23.653066023313517,-46.74602714141034,Electronics,60.95,-23.089034640573622,-47.21441923786709,900.0,2017,14.0,17.0
25.99,11.85,4,75.0,-22.11666363986587,-46.682531291057856,Electronics,75.68,-23.541941545934563,-46.49095488842404,1045.0,2017,7.0,20.0
28.28,16.11,5,800.0,-24.96867905661036,-53.42122688063376,Tools,22.06,-22.85275770752771,-47.05510214136723,1800.0,2017,8.0,22.0
32.0,25.63,5,100.0,-4.29672359708408,-47.56233693998556,Fashion,57.63,-23.499318080212344,-46.578124372468125,2288.0,2017,17.0,44.0
10.99,14.52,3,100.0,-19.932704332340645,-43.48527861588372,Electronics,25.51,-23.59539756425642,-46.55163738273989,704.0,2017,11.0,24.0
119.9,40.35,5,4550.0,-4.29672359708408,-47.56233693998556,Household,60.25,-21.93532101918528,-50.49756182976886,16000.0,2017,23.0,37.0
54.9,15.13,5,300.0,-29.696176744247623,-53.72535127945654,Fashion,70.03,-25.526084940879464,-49.27440966694559,4096.0,2018,19.0,24.0
20.0,15.24,5,100.0,-22.887712121011017,-43.58654172924009,Household,35.24,-23.512538179294825,-46.50108112461768,2560.0,2018,8.0,28.0
4.4,1.68,5,350.0,-17.85563237928638,-41.51569800863798,Household,140.01,-23.504769581649203,-46.62470303231384,4400.0,2017,13.0,30.0
329.22,14.55,5,600.0,-11.568108090177711,-43.27587755787843,Electronics,343.77,-12.895112589380958,-38.33895999999978,2415.0,2017,12.0,22.0
54.9,67.52,4,1600.0,-21.969376473950696,-47.89086773875321,Household,122.42,-6.494015953708633,-37.44918481392514,17500.0,2018,10.0,19.0
122.99,29.89,5,700.0,-27.58046831585774,-48.54149042867444,Fashion,152.88,-2.546079233971952,-44.3089863702464,5700.0,2018,13.0,34.0
31.9,8.11,5,150.0,-19.42971029829401,-44.22506352397885,Electronics,40.01,-19.878513898894187,-43.95694702879617,2378.0,2018,14.0,28.0
14.0,10.96,3,200.0,-24.49203032806276,-47.83413137913321,Electronics,24.96,-23.47779747737896,-47.48145219317328,2576.0,2017,16.0,25.0
399.0,17.54,4,175.0,-22.726257875353635,-47.63781138952056,Fashion,416.54,-22.83586646404876,-43.322162133504506,6000.0,2017,23.0,24.0
13.2,18.23,3,200.0,-21.784207571148777,-54.52942519947917,Electronics,31.43,-23.537511255832708,-46.63705730743676,2800.0,2018,25.0,23.0
285.99,68.87,2,342.0,-21.68804676595129,-51.08242332977711,Fashion,354.86,-21.17121748495008,-47.81941847157649,1836.0,2018,14.0,24.0
39.99,11.73,5,1500.0,-22.800362898695823,-47.21833340077328,Electronics,51.72,-23.59272363197529,-46.6315844403312,24684.0,2017,3.0,20.0
179.0,17.99,5,7100.0,-23.7716282231164,-46.68156962761963,Furniture,196.99,-23.50412273877685,-46.6246075311652,19800.0,2017,16.0,20.0
38.9,9.44,5,1232.0,-23.450562303912523,-46.537281282820686,Household,48.34,-23.520480249006216,-47.44649732938174,17100.0,2018,5.0,16.0
200.0,24.2,5,1700.0,-20.146615317146374,-44.892591683425806,Tools,224.2,-22.031991221156915,-47.87613457059884,9000.0,2018,4.0,18.0
110.0,0.0,4,584.0,-15.257043246448555,-40.24755211052718,Fashion,110.0,-21.17121748495008,-47.81941847157649,2288.0,2018,20.0,32.0
70.9,15.6,5,500.0,-23.5379062872641,-46.68116588565408,Fashion,86.5,-25.46921399278664,-49.29393514695028,8704.0,2018,5.0,16.0
25.77,7.39,1,150.0,-23.612802338882805,-46.73931060061168,Electronics,33.16,-23.53877907744238,-46.53648566833056,2432.0,2018,9.0,24.0
169.9,61.47,5,450.0,-8.758144193086961,-63.8879729934964,Fashion,231.37,-28.28944621405989,-52.79412331824494,16000.0,2018,13.0,46.0
96.0,15.42,5,400.0,-23.748416432474365,-53.29690112215509,Fashion,111.42,-28.281003423550747,-54.258283178397335,1836.0,2017,8.0,21.0
69.9,16.25,5,800.0,-23.198860047870664,-47.29334560811024,Fashion,86.15,-20.415339248383304,-42.89153741877715,37800.0,2017,12.0,39.0
279.99,19.21,4,2900.0,-18.608209746557023,-45.354469230692665,Fashion,299.2,-22.93125598447676,-43.17881321481337,25872.0,2017,12.0,21.0
249.9,14.77,5,1800.0,-23.676946770733164,-46.6463250230632,Furniture,264.67,-21.7664768468313,-48.83154737836604,20328.0,2017,12.0,22.0
120.0,26.46,5,6050.0,-19.95991559942468,-44.03863273842622,Tools,146.46,-20.944705621834668,-45.82709818233235,8000.0,2018,8.0,25.0
75.5,16.78,1,1475.0,-30.08265056608161,-51.22237970599537,Household,92.28,-23.508759080212357,-46.602973042876144,12540.0,2018,16.0,34.0
49.9,28.75,5,1550.0,-1.473505376074785,-48.46997985443469,Tools,78.65,-20.80243626346376,-49.39562406741489,19800.0,2018,24.0,37.0
149.0,25.39,1,600.0,-5.080876624947028,-42.819395080925325,Electronics,174.39,-23.526508568411355,-46.731702782676464,4320.0,2018,46.0,29.0
49.9,18.23,3,150.0,-19.4780955431646,-42.55679483097696,Fashion,68.13,-20.826509617243435,-49.49059546820425,4608.0,2018,7.0,23.0
165.9,31.91,5,8975.0,-28.27354928978744,-49.16896410025293,Household,197.81,-25.453155877315545,-49.2850395992267,48960.0,2017,11.0,24.0
15.0,7.39,5,250.0,-23.57737538412488,-46.58063758312653,Household,22.39,-23.584614569248075,-46.60193214931619,3000.0,2018,2.0,4.0
89.0,39.55,2,3300.0,-27.61033695403959,-48.64766592069694,Furniture,128.55,-23.70007597807146,-46.512702481822366,28420.0,2018,19.0,26.0
25.0,10.96,2,200.0,-23.42586781265509,-46.504539524006,Fashion,35.96,-23.512538179294825,-46.50108112461768,3240.0,2017,6.0,27.0
99.0,15.33,3,1550.0,-23.08412527710581,-46.98121307089687,Household,135.45,-21.7664768468313,-48.83154737836604,20944.0,2017,10.0,19.0
180.0,16.01,1,200.0,-20.146615317146374,-44.892591683425806,Household,196.01,-23.639620380229736,-46.50604149140166,1320.0,2017,10.0,22.0
139.65,43.01,4,100.0,-2.417575154949091,-54.71288661845902,Fashion,182.66,-22.428725888669057,-42.97556752642736,4500.0,2018,37.0,38.0
59.99,21.22,5,200.0,-5.805773748542904,-35.20521553205609,Fashion,81.21,-23.665703457960586,-46.51808196779969,3960.0,2017,14.0,38.0
